"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
46.4898047492996,-5.75656076551323,0.659910303657646,-8.72324728619431,2.70335013869041e-18,5.4688773305707e-15,"TENM2"
56.8470877070604,-7.09747396347927,0.960814798768683,-7.38693239589453,1.50254943384184e-13,1.51982875233102e-10,"THSD7B"
194.436305118559,-1.23631534638611,0.202509175737163,-6.10498433903424,1.02810762181833e-09,6.93287239646161e-07,"SLC24A2"
62.8202902676783,-1.77062477459177,0.297785135511471,-5.94598105627594,2.74805929562076e-09,1.3898309887602e-06,"PLCB1"
192.670209056124,0.996412560314115,0.177497869660745,5.61365926373413,1.98092106190555e-08,8.01480661646984e-06,"SAG"
30.4167347134218,-2.03238221185266,0.371447630145878,-5.47151750855021,4.46198251012761e-08,1.50443176966469e-05,"CFAP54"
162.195517040892,-1.13409540030797,0.218230222362365,-5.19678433184582,2.027653704657e-07,5.85991920645872e-05,"KCNMA1"
188.478288873817,-0.937306957298929,0.182805083373893,-5.12735718285167,2.9383772431879e-07,7.4304214537114e-05,"FMN1"
2139.27603684301,-0.708465140382297,0.139700576569754,-5.07131149905134,3.95083475533484e-07,8.88059856671377e-05,"ENSOCUG00000033665"
15.5885601325526,-2.8408519851914,0.568978682495515,-4.9928970497305,5.94802669573806e-07,0.000120328580054781,"NKAIN2"
109.932388033543,-1.17723375401463,0.238239338030197,-4.94139113946585,7.75671211427531e-07,0.000126228112286035,"CNGB3"
660.986781545032,-0.901767386151201,0.182229545090701,-4.94852459683399,7.47781418062791e-07,0.000126228112286035,"ARR3"
193.179299535435,-1.0484635321033,0.21255521185646,-4.93266442608487,8.11154453642339e-07,0.000126228112286035,"ATRNL1"
125.818059042445,-1.07802789112411,0.220652692198199,-4.88563216874681,1.03097517398155e-06,0.000148975912640334,"MAML2"
100.323918893882,-1.26508022794857,0.263601693105829,-4.79921131402094,1.59291658768538e-06,0.000193936324450997,"GALNT13"
15.2966633671145,-2.73686536512278,0.570818353650908,-4.79463448856893,1.62971701219325e-06,0.000193936324450997,"GRIP1"
16.1620448292798,-2.95194773826531,0.61335866398411,-4.81275950206809,1.48860388497538e-06,0.000193936324450997,"CA10"
11.9248026990882,-3.27331492771429,0.697174795561545,-4.69511369107624,2.66458483098169e-06,0.000299469728504219,"ROBO2"
124.500041488013,0.93714756362612,0.206118879728662,4.54663621721502,5.45100954723098e-06,0.000580389069160435,"PDC"
29.7932306416595,-1.62819454410384,0.366190521792544,-4.44630444319981,8.73601191460626e-06,0.000883647605162424,"PHACTR1"
83.6404565218414,1.02689656207293,0.239959867394177,4.27945128168483,1.87354641123481e-05,0.00180484970948953,"GNB1"
185.544304277156,-0.956340696919374,0.225611276730727,-4.23888695094258,2.2463073336238e-05,0.00200989980312066,"PDE1C"
21.4880995468188,-1.80256453494333,0.425631011479915,-4.23504041370441,2.28510605396813e-05,0.00200989980312066,"NRXN3"
131.528244854984,0.82723569529491,0.198847147132308,4.16015873109052,3.18026490998659e-05,0.00264314439955972,"ZNF326"
135.316860876282,0.839424943246542,0.202073694954728,4.15405351713196,3.26636727577821e-05,0.00264314439955972,"TTC39C"
24.3434183545069,-1.8007957057351,0.436260199347544,-4.1278019595377,3.66247324268465e-05,0.00284968591151963,"NAALADL2"
105.263391516864,-0.928219693589435,0.228015126846931,-4.07086892183499,4.68381004118598e-05,0.00343671102664136,"PLCL1"
