"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048771","tissue remodeling","7/119","197/18860",0.0355329949238579,5.63153180053747,5.20719049719695,0.000254756510771426,0.020038191800365,0.0170871225481229,"RUNX1/RSPO3/LEPR/IGFBP5/SYK/BGN/EDNRA",7
"GO:0061138","morphogenesis of a branching epithelium","7/119","199/18860",0.0351758793969849,5.57493349098433,5.16987803047993,0.000270907590591599,0.0206628607733047,0.0176197951265158,"RSPO3/EYA1/SULF1/TGFBR2/EGF/YAP1/EDNRA",7
"GO:0071605","monocyte chemotactic protein-1 production","3/119","21/18860",0.142857142857143,22.641056422569,7.90670639684862,0.000299808074083423,0.0207108111239519,0.0176606837219488,"NR1H4/APOD/SYK",3
"GO:0071637","regulation of monocyte chemotactic protein-1 production","3/119","21/18860",0.142857142857143,22.641056422569,7.90670639684862,0.000299808074083423,0.0207108111239519,0.0176606837219488,"NR1H4/APOD/SYK",3
"GO:0007369","gastrulation","7/119","203/18860",0.0344827586206897,5.46508258475804,5.0967465742448,0.000305682686954565,0.0207108111239519,0.0176606837219488,"COL8A1/COL12A1/EYA1/ITGA4/PLPP3/TGFBR2/FN1",7
"GO:0050678","regulation of epithelial cell proliferation","10/119","416/18860",0.0240384615384615,3.80979314802844,4.61774437815131,0.000306945666816295,0.0207108111239519,0.0176606837219488,"TGFBR3/COL4A3/EYA1/ITGA4/SCG2/SULF1/EGF/YAP1/VEGFC/PTPRM",10
"GO:0001935","endothelial cell proliferation","7/119","204/18860",0.0343137254901961,5.43829296424452,5.07876611877625,0.000314913719444063,0.0207108111239519,0.0176606837219488,"COL8A1/COL4A3/ITGA4/SCG2/SULF1/EGF/PTPRM",7
"GO:0016049","cell growth","11/119","499/18860",0.0220440881763527,3.49371010929422,4.49867380527048,0.00032090648940569,0.0207108111239519,0.0176606837219488,"NEDD4L/SLC39A12/ITGA4/NTN1/TGFBR2/COL14A1/FN1/IGFBP5/COBL/YAP1/EDNRA",11
"GO:0055017","cardiac muscle tissue growth","5/119","95/18860",0.0526315789473684,8.34144183989385,5.71617230551489,0.000338659100203992,0.0208264094248426,0.0177592576029333,"RUNX1/TGFBR3/HEG1/COL14A1/YAP1",5
"GO:0042474","middle ear morphogenesis","3/119","22/18860",0.136363636363636,21.6119174942704,7.70812537799074,0.000345552352847049,0.0208264094248426,0.0177592576029333,"PRRX1/EYA1/EDNRA",3
"GO:0035987","endodermal cell differentiation","4/119","53/18860",0.0754716981132075,11.9613128270176,6.36762054745498,0.00034752053867437,0.0208264094248426,0.0177592576029333,"COL8A1/COL12A1/ITGA4/FN1",4
"GO:0001763","morphogenesis of a branching structure","7/119","214/18860",0.0327102803738318,5.18416712479384,4.90523140641488,0.00042013154356483,0.0240671372283708,0.0205227161862067,"RSPO3/EYA1/SULF1/TGFBR2/EGF/YAP1/EDNRA",7
"GO:0030111","regulation of Wnt signaling pathway","9/119","356/18860",0.0252808988764045,4.00670380511755,4.56372289860969,0.000429884414946533,0.0240671372283708,0.0205227161862067,"RBMS3/RSPO3/DIXDC1/WWTR1/PLPP3/SULF1/MLLT3/EGF/YAP1",9
"GO:0046641","positive regulation of alpha-beta T cell proliferation","3/119","24/18860",0.125,19.8109243697479,7.34780881810804,0.000449995523998198,0.0240671372283708,0.0205227161862067,"PTPRC/TGFBR2/SYK",3
"GO:0016331","morphogenesis of embryonic epithelium","6/119","155/18860",0.0387096774193548,6.13499593385741,5.11521070104934,0.000452147248144692,0.0240671372283708,0.0205227161862067,"TCTN1/SLC39A12/SULF1/CASP3/COBL/VEGFC",6
"GO:0046638","positive regulation of alpha-beta T cell differentiation","4/119","57/18860",0.0701754385964912,11.1219224531918,6.09850369336261,0.000459785733490212,0.0240671372283708,0.0205227161862067,"RUNX1/TGFBR2/ANXA1/SYK",4
"GO:0030177","positive regulation of Wnt signaling pathway","6/119","156/18860",0.0384615384615385,6.09566903684551,5.09251944252975,0.000467843006079952,0.0240671372283708,0.0205227161862067,"RSPO3/DIXDC1/SULF1/MLLT3/EGF/YAP1",6
"GO:0007159","leukocyte cell-cell adhesion","10/119","439/18860",0.0227790432801822,3.61019122911123,4.40944992977611,0.000468529886448221,0.0240671372283708,0.0205227161862067,"RUNX1/DOCK8/PTPRC/CD44/ITGA4/TGFBR2/ANXA1/CASP3/ETS1/SYK",10
"GO:0060419","heart growth","5/119","103/18860",0.0485436893203883,7.69356286203802,5.42788578005692,0.000491609957052363,0.024747645238016,0.0211030042616793,"RUNX1/TGFBR3/HEG1/COL14A1/YAP1",5
"GO:0060537","muscle tissue development","10/119","453/18860",0.022075055187638,3.49861799024246,4.28937373418086,0.000597726388658176,0.0294995552990712,0.0251550899169045,"RUNX1/SGCD/TGFBR3/HEG1/COL3A1/EYA1/COL14A1/IGFBP5/YAP1/EDNRA",10
"GO:0001503","ossification","10/119","455/18860",0.021978021978022,3.483239449626,4.27260571484134,0.000618387340990742,0.0295411622779404,0.0251905693430862,"RUNX1/COL1A2/MATN1/MGP/WWTR1/IGFBP5/TOB1/VCAN/YAP1/VEGFC",10
